work_key,payload,result
1004654:1:ITA,"{""symbol"": ""ITA"", ""market_id"": ""1004654"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-24 14:30:00+00:00"", ""trade_id"": ""4aa784bd-1bd0-4db1-ba83-54b33725761e"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.02155823411769803, ""target_reached"": false, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.8, ""predicted_peak_percent"": 0.02333346005112408, ""predicted_target_price"": 224.81613033700415, ""realized_move_at_entry"": 0.00177522593342605, ""classification_probability"": 0.7407113606492869, ""price_confirmation_momentum"": 0.08962408373096098, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_quality_confirmed"", ""allowed"": true, ""gate_applied"": false, ""largest_hour_share"": 0.7232824417283374, ""active_volume_hours"": 2, ""pre_entry_volume_usdc"": 104.79999600000001, ""largest_hour_volume_usdc"": 75.799997, ""median_active_hour_volume_usdc"": 52.399998000000004, ""latest_completed_hour_volume_usdc"": 75.799997}}], ""yes_outcome_polarity"": ""positive""}"
1004654:1:LMT,"{""symbol"": ""LMT"", ""market_id"": ""1004654"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""remaining_predicted_gap_not_positive"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": -0.0028498874949097128, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""predicted_peak_percent"": 0.002227332003606537, ""predicted_target_price"": 483.62478682412, ""realized_move_at_entry"": 0.00507721949851625, ""classification_probability"": 0.6010905959068142, ""price_confirmation_momentum"": 0.0800134310132643, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_quality_confirmed"", ""allowed"": true, ""gate_applied"": false, ""largest_hour_share"": 0.7232824417283374, ""active_volume_hours"": 2, ""pre_entry_volume_usdc"": 104.79999600000001, ""largest_hour_volume_usdc"": 75.799997, ""median_active_hour_volume_usdc"": 52.399998000000004, ""latest_completed_hour_volume_usdc"": 75.799997}}], ""yes_outcome_polarity"": ""positive""}"
1004654:1:NOC,"{""symbol"": ""NOC"", ""market_id"": ""1004654"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-24 14:30:00+00:00"", ""trade_id"": ""191c9c6c-3d6d-46f6-a062-e1a7db6f340a"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.01169676785295319, ""target_reached"": false, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.8, ""predicted_peak_percent"": 0.01371377111999554, ""predicted_target_price"": 588.0148076009774, ""realized_move_at_entry"": 0.00201700326704235, ""classification_probability"": 0.6769543187265745, ""price_confirmation_momentum"": 0.048326447409133166, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_quality_confirmed"", ""allowed"": true, ""gate_applied"": false, ""largest_hour_share"": 0.7232824417283374, ""active_volume_hours"": 2, ""pre_entry_volume_usdc"": 104.79999600000001, ""largest_hour_volume_usdc"": 75.799997, ""median_active_hour_volume_usdc"": 52.399998000000004, ""latest_completed_hour_volume_usdc"": 75.799997}}], ""yes_outcome_polarity"": ""positive""}"
1004654:1:RTX,"{""symbol"": ""RTX"", ""market_id"": ""1004654"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-24 14:30:00+00:00"", ""trade_id"": ""da80737d-290a-4095-9512-3c54433076b4"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.026994259287796134, ""target_reached"": false, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.8, ""predicted_peak_percent"": 0.02661747167205835, ""predicted_target_price"": 190.70445589842336, ""realized_move_at_entry"": -0.00037678761573778363, ""classification_probability"": 0.7549538356863997, ""price_confirmation_momentum"": 0.1027604504137356, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_quality_confirmed"", ""allowed"": true, ""gate_applied"": false, ""largest_hour_share"": 0.7232824417283374, ""active_volume_hours"": 2, ""pre_entry_volume_usdc"": 104.79999600000001, ""largest_hour_volume_usdc"": 75.799997, ""median_active_hour_volume_usdc"": 52.399998000000004, ""latest_completed_hour_volume_usdc"": 75.799997}}], ""yes_outcome_polarity"": ""positive""}"
1004654:1:XAR,"{""symbol"": ""XAR"", ""market_id"": ""1004654"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-24 14:30:00+00:00"", ""trade_id"": ""ef1100ae-a595-4107-adb2-952b4796dc56"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.02244350847018215, ""target_reached"": false, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.8, ""predicted_peak_percent"": 0.02364283596833381, ""predicted_target_price"": 256.04378755901536, ""realized_move_at_entry"": 0.0011993274981516588, ""classification_probability"": 0.7714183269928482, ""price_confirmation_momentum"": 0.09749462886080962, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_quality_confirmed"", ""allowed"": true, ""gate_applied"": false, ""largest_hour_share"": 0.7232824417283374, ""active_volume_hours"": 2, ""pre_entry_volume_usdc"": 104.79999600000001, ""largest_hour_volume_usdc"": 75.799997, ""median_active_hour_volume_usdc"": 52.399998000000004, ""latest_completed_hour_volume_usdc"": 75.799997}}], ""yes_outcome_polarity"": ""positive""}"
1065881:1:DFEN,"{""symbol"": ""DFEN"", ""market_id"": ""1065881"", ""pass_number"": 1}","{""model_status"": ""semantic_long_only_excluded"", ""trades_opened"": 0, ""semantic_group"": null, ""entry_decisions"": [{""opened"": false, ""reason"": ""semantic_group_not_positive_long_beneficiary"", ""semantic_group"": null, ""semantic_reason"": ""Explicit military-escalation Yes outcome; no conservative supported asset role"", ""strategy_branch"": ""none""}], ""yes_outcome_polarity"": ""ambiguous""}"
1065881:1:GD,"{""symbol"": ""GD"", ""market_id"": ""1065881"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""a5925b78-39b0-4737-b381-a3bfb3c658cd"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.020922549348383834, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.79, ""predicted_peak_percent"": 0.022690028363784587, ""predicted_target_price"": 347.1725851770548, ""realized_move_at_entry"": 0.0017674790154007525, ""classification_probability"": 0.645059400888316, ""price_confirmation_momentum"": 0.015556323863757271, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": null, ""active_volume_hours"": 0, ""pre_entry_volume_usdc"": 0.0, ""largest_hour_volume_usdc"": 0.0, ""median_active_hour_volume_usdc"": null, ""latest_completed_hour_volume_usdc"": 0.0}}], ""yes_outcome_polarity"": ""positive""}"
1065881:1:ITA,"{""symbol"": ""ITA"", ""market_id"": ""1065881"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""05db2de5-19d7-45f4-852d-b871295ebca2"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.02467178104475143, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.79, ""predicted_peak_percent"": 0.028231013204755184, ""predicted_target_price"": 222.4474936312223, ""realized_move_at_entry"": 0.0035592321600037558, ""classification_probability"": 0.6463728346534656, ""price_confirmation_momentum"": 0.06766022368211, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": null, ""active_volume_hours"": 0, ""pre_entry_volume_usdc"": 0.0, ""largest_hour_volume_usdc"": 0.0, ""median_active_hour_volume_usdc"": null, ""latest_completed_hour_volume_usdc"": 0.0}}], ""yes_outcome_polarity"": ""positive""}"
1065881:1:LMT,"{""symbol"": ""LMT"", ""market_id"": ""1065881"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""bbc4d909-b4b5-4af7-83c3-a2f94650bda9"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.014849136248930125, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.79, ""predicted_peak_percent"": 0.016898316576798952, ""predicted_target_price"": 496.2463784894778, ""realized_move_at_entry"": 0.002049180327868827, ""classification_probability"": 0.6611785770119007, ""price_confirmation_momentum"": 0.045214043327652, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": null, ""active_volume_hours"": 0, ""pre_entry_volume_usdc"": 0.0, ""largest_hour_volume_usdc"": 0.0, ""median_active_hour_volume_usdc"": null, ""latest_completed_hour_volume_usdc"": 0.0}}], ""yes_outcome_polarity"": ""positive""}"
1065881:1:NOC,"{""symbol"": ""NOC"", ""market_id"": ""1065881"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""3457e369-5364-4ce5-90be-d68410a16d43"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.02120693360826123, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.79, ""predicted_peak_percent"": 0.02232083555280931, ""predicted_target_price"": 587.3948899712791, ""realized_move_at_entry"": 0.0011139019445480791, ""classification_probability"": 0.6552581773078671, ""price_confirmation_momentum"": 0.04347747530849011, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": null, ""active_volume_hours"": 0, ""pre_entry_volume_usdc"": 0.0, ""largest_hour_volume_usdc"": 0.0, ""median_active_hour_volume_usdc"": null, ""latest_completed_hour_volume_usdc"": 0.0}}], ""yes_outcome_polarity"": ""positive""}"
1065881:1:PPA,"{""symbol"": ""PPA"", ""market_id"": ""1065881"", ""pass_number"": 1}","{""model_status"": ""missing_required_feature"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""model_state_missing_required_feature"", ""strategy_branch"": ""none""}], ""yes_outcome_polarity"": ""positive""}"
1065881:1:RTX,"{""symbol"": ""RTX"", ""market_id"": ""1065881"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 1, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": true, ""reason"": ""opened"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""5dc2c75d-2a4f-4795-a266-e0bf63861d95"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.028993013217021434, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.79, ""predicted_peak_percent"": 0.029482180106683707, ""predicted_target_price"": 189.43501030631637, ""realized_move_at_entry"": 0.0004891668896622736, ""classification_probability"": 0.6340705197911625, ""price_confirmation_momentum"": 0.07026116643786917, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": null, ""active_volume_hours"": 0, ""pre_entry_volume_usdc"": 0.0, ""largest_hour_volume_usdc"": 0.0, ""median_active_hour_volume_usdc"": null, ""latest_completed_hour_volume_usdc"": 0.0}}], ""yes_outcome_polarity"": ""positive""}"
1065882:1:DFEN,"{""symbol"": ""DFEN"", ""market_id"": ""1065882"", ""pass_number"": 1}","{""model_status"": ""semantic_long_only_excluded"", ""trades_opened"": 0, ""semantic_group"": null, ""entry_decisions"": [{""opened"": false, ""reason"": ""semantic_group_not_positive_long_beneficiary"", ""semantic_group"": null, ""semantic_reason"": ""Explicit military-escalation Yes outcome; no conservative supported asset role"", ""strategy_branch"": ""none""}], ""yes_outcome_polarity"": ""ambiguous""}"
1065882:1:GD,"{""symbol"": ""GD"", ""market_id"": ""1065882"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""duplicate_event_symbol_suppressed"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""1aa36299-8cae-49cd-9f09-c885c85650c5"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.020922549348383834, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.655, ""predicted_peak_percent"": 0.022690028363784587, ""predicted_target_price"": 347.1725851770548, ""realized_move_at_entry"": 0.0017674790154007525, ""classification_probability"": 0.645059400888316, ""price_confirmation_momentum"": 0.015556323863757271, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": 1.0, ""active_volume_hours"": 1, ""pre_entry_volume_usdc"": 7.35, ""largest_hour_volume_usdc"": 7.35, ""median_active_hour_volume_usdc"": 7.35, ""latest_completed_hour_volume_usdc"": 7.35}, ""existing_trades_for_event_symbol"": 1}], ""yes_outcome_polarity"": ""positive""}"
1065882:1:ITA,"{""symbol"": ""ITA"", ""market_id"": ""1065882"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""duplicate_event_symbol_suppressed"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""30cd3499-bfc9-49e3-ad4a-d470637000fe"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.02467178104475143, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.655, ""predicted_peak_percent"": 0.028231013204755184, ""predicted_target_price"": 222.4474936312223, ""realized_move_at_entry"": 0.0035592321600037558, ""classification_probability"": 0.6463728346534656, ""price_confirmation_momentum"": 0.06766022368211, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": 1.0, ""active_volume_hours"": 1, ""pre_entry_volume_usdc"": 7.35, ""largest_hour_volume_usdc"": 7.35, ""median_active_hour_volume_usdc"": 7.35, ""latest_completed_hour_volume_usdc"": 7.35}, ""existing_trades_for_event_symbol"": 1}], ""yes_outcome_polarity"": ""positive""}"
1065882:1:LMT,"{""symbol"": ""LMT"", ""market_id"": ""1065882"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""duplicate_event_symbol_suppressed"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""26149d99-a9d6-45de-b16e-50e6544e665f"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.014849136248930125, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.655, ""predicted_peak_percent"": 0.016898316576798952, ""predicted_target_price"": 496.2463784894778, ""realized_move_at_entry"": 0.002049180327868827, ""classification_probability"": 0.6611785770119007, ""price_confirmation_momentum"": 0.045214043327652, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": 1.0, ""active_volume_hours"": 1, ""pre_entry_volume_usdc"": 7.35, ""largest_hour_volume_usdc"": 7.35, ""median_active_hour_volume_usdc"": 7.35, ""latest_completed_hour_volume_usdc"": 7.35}, ""existing_trades_for_event_symbol"": 1}], ""yes_outcome_polarity"": ""positive""}"
1065882:1:NOC,"{""symbol"": ""NOC"", ""market_id"": ""1065882"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""duplicate_event_symbol_suppressed"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""8c222a2d-ac29-40d6-94fc-4816b1483f6f"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.02120693360826123, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.655, ""predicted_peak_percent"": 0.02232083555280931, ""predicted_target_price"": 587.3948899712791, ""realized_move_at_entry"": 0.0011139019445480791, ""classification_probability"": 0.6552581773078671, ""price_confirmation_momentum"": 0.04347747530849011, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": 1.0, ""active_volume_hours"": 1, ""pre_entry_volume_usdc"": 7.35, ""largest_hour_volume_usdc"": 7.35, ""median_active_hour_volume_usdc"": 7.35, ""latest_completed_hour_volume_usdc"": 7.35}, ""existing_trades_for_event_symbol"": 1}], ""yes_outcome_polarity"": ""positive""}"
1065882:1:PPA,"{""symbol"": ""PPA"", ""market_id"": ""1065882"", ""pass_number"": 1}","{""model_status"": ""missing_required_feature"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""model_state_missing_required_feature"", ""strategy_branch"": ""none""}], ""yes_outcome_polarity"": ""positive""}"
1065882:1:RTX,"{""symbol"": ""RTX"", ""market_id"": ""1065882"", ""pass_number"": 1}","{""model_status"": ""trained"", ""trades_opened"": 0, ""semantic_group"": ""military_escalation+defense_beneficiary"", ""entry_decisions"": [{""opened"": false, ""reason"": ""duplicate_event_symbol_suppressed"", ""entry_at"": ""2025-12-31 14:30:00+00:00"", ""trade_id"": ""1b0c0a88-9ad2-48be-a038-d9176c0eb20f"", ""direction"": ""long"", ""portfolio"": ""machine_learning"", ""remaining_gap"": 0.028993013217021434, ""target_reached"": true, ""strategy_branch"": ""machine_learning"", ""directions_agree"": true, ""probability_at_entry"": 0.655, ""predicted_peak_percent"": 0.029482180106683707, ""predicted_target_price"": 189.43501030631637, ""realized_move_at_entry"": 0.0004891668896622736, ""classification_probability"": 0.6340705197911625, ""price_confirmation_momentum"": 0.07026116643786917, ""polymarket_volume_statistics"": {""reason"": ""polymarket_volume_not_significant"", ""allowed"": false, ""gate_applied"": false, ""largest_hour_share"": 1.0, ""active_volume_hours"": 1, ""pre_entry_volume_usdc"": 7.35, ""largest_hour_volume_usdc"": 7.35, ""median_active_hour_volume_usdc"": 7.35, ""latest_completed_hour_volume_usdc"": 7.35}, ""existing_trades_for_event_symbol"": 1}], ""yes_outcome_polarity"": ""positive""}"
